,Change_Perc,Close,Forecast,High_Low_Change,Price_After_Month,Volume
2015-11-12,-2.195121951219509,4.01,,4.23940149625935,3.75,169397.0
2015-11-13,-1.5075376884422125,3.92,,3.826530612244907,3.62,355294.0
2015-11-16,5.774278215223102,4.03,,1.985111662531019,3.6,230444.0
2015-11-17,-1.010101010101011,3.92,,3.061224489795921,3.61,174547.0
2015-11-18,3.5443037974683462,4.09,,0.4889975550122362,3.68,164379.0
2015-11-19,2.4630541871921316,4.16,,0.7211538461538521,3.66,205918.0
2015-11-20,-2.3866348448687473,4.09,,2.4449877750611377,3.79,223209.0
2015-11-23,-0.49261083743841316,4.04,,4.7029702970297125,3.83,288987.0
2015-11-24,6.982543640897762,4.29,,0.46620046620045624,3.77,170687.0
2015-11-25,0.4694835680751282,4.28,,2.803738317757012,3.8,138577.0
2015-11-27,-0.9433962264150951,4.2,,1.666666666666652,3.85,72808.0
2015-11-30,5.596107055961059,4.34,,1.8433179723502322,3.67,287130.0
2015-12-01,1.932367149758456,4.22,,4.028436018957344,3.87,169968.0
2015-12-02,-0.956937799043063,4.14,,2.657004830917882,3.72,110571.0
2015-12-03,-0.7228915662650661,4.12,,1.699029126213599,3.64,214127.0
2015-12-04,0.0,4.12,,0.9708737864077678,3.61,198262.0
2015-12-07,-2.200488997555009,4.0,,3.0000000000000027,3.68,230632.0
2015-12-08,3.053435114503808,4.05,,2.2222222222222188,3.68,267185.0
2015-12-09,-0.7462686567164021,3.99,,3.2581453634085182,3.57,259685.0
2015-12-10,-0.2512562814070298,3.97,,1.7632241813601974,3.56,1150784.0
2015-12-11,2.150537634408592,3.8,,5.000000000000011,3.5,254349.0
2015-12-14,-2.8871391076115454,3.7,,3.783783783783775,3.48,250795.0
2015-12-15,2.3999999999999964,3.84,,0.5208333333333338,3.69,186561.0
2015-12-16,1.0335917312661507,3.91,,1.0230179028133002,3.64,196342.0
2015-12-17,-2.531645569620255,3.85,,3.63636363636364,3.5,200316.0
2015-12-18,1.818181818181814,3.92,,1.5306122448979604,3.3,555135.0
2015-12-21,-1.0178117048346065,3.89,,1.2853470437017949,3.5,190226.0
2015-12-22,0.5128205128205132,3.92,,1.020408163265307,3.6,191751.0
2015-12-23,-1.2658227848101333,3.9,,1.5384615384615399,3.6,314887.0
2015-12-24,-0.7633587786259605,3.9,,1.0256410256410264,3.39,67297.0
2015-12-28,-2.5974025974025996,3.75,,3.9999999999999973,3.09,504884.0
2015-12-29,-4.232804232804225,3.62,,4.972375690607727,3.12,771797.0
2015-12-30,-0.8264462809917302,3.6,,2.77777777777778,3.19,764029.0
2015-12-31,0.837988826815637,3.61,,2.2160664819944618,3.15,531656.0
2016-01-04,3.3707865168539355,3.68,,0.27173913043477677,3.3,408809.0
2016-01-05,-0.8130081300812955,3.66,,0.8196721311475357,3.31,296196.0
2016-01-06,3.835616438356168,3.79,,4.4854881266490745,3.4,305819.0
2016-01-07,3.794037940379407,3.83,,1.5665796344647531,3.41,660426.0
2016-01-08,-2.583979328165377,3.77,,5.570291777188328,3.29,378485.0
2016-01-11,0.5291005291005296,3.8,,1.578947368421054,3.31,225976.0
2016-01-12,1.3157894736842175,3.85,,3.3766233766233738,3.34,242183.0
2016-01-13,-3.9267015706806263,3.67,,8.174386920980933,3.33,261642.0
2016-01-14,4.594594594594593,3.87,,0.7751937984496073,3.37,263653.0
2016-01-15,-0.7999999999999948,3.72,,2.150537634408592,3.61,155378.0
2016-01-19,-4.461942257217846,3.64,,4.670329670329668,3.94,290553.0
2016-01-20,0.5571030640668528,3.61,,2.493074792243776,3.93,270137.0
2016-01-21,1.3774104683195665,3.68,,4.891304347826079,3.98,224356.0
2016-01-22,-2.1276595744680753,3.68,,5.434782608695644,4.04,329472.0
2016-01-25,-2.9891304347826173,3.57,,4.7619047619047725,4.07,145552.0
2016-01-26,-1.657458563535913,3.56,,3.089887640449435,4.01,121046.0
2016-01-27,-1.6853932584269677,3.5,,4.857142857142855,4.06,103527.0
2016-01-28,-2.521008403361341,3.48,,5.172413793103453,4.09,111292.0
2016-01-29,5.128205128205133,3.69,,0.8130081300813075,4.14,153249.0
2016-02-01,-1.3550135501354965,3.64,,3.0219780219780183,3.98,200394.0
2016-02-02,-3.314917127071826,3.5,,6.285714285714292,4.09,208768.0
2016-02-03,-6.515580736543909,3.3,,8.181818181818183,4.14,363228.0
2016-02-04,5.421686746987957,3.5,,1.4285714285714235,4.26,201500.0
2016-02-05,2.564102564102573,3.6,,2.77777777777778,4.25,295587.0
2016-02-08,3.448275862068969,3.6,,0.555555555555556,4.23,276196.0
2016-02-09,-4.507042253521119,3.39,,6.194690265486724,4.07,244708.0
2016-02-10,-9.912536443148696,3.09,,13.592233009708737,4.21,218842.0
2016-02-11,2.2950819672131244,3.12,,2.5641025641025665,4.23,165390.0
2016-02-12,0.6309148264984233,3.19,,3.448275862068962,4.35,175933.0
2016-02-16,3.2786885245901667,3.15,,4.126984126984123,4.38,448945.0
2016-02-17,4.761904761904759,3.3,,0.6060606060606066,4.52,276850.0
2016-02-18,1.5337423312883518,3.31,,3.021148036253779,4.5,156385.0
2016-02-19,3.030303030303033,3.4,,1.176470588235295,4.5,122272.0
2016-02-22,-1.7291066282420764,3.41,,2.63929618768328,4.43,113306.0
2016-02-23,-4.081632653061227,3.29,,5.167173252279634,4.6,270981.0
2016-02-24,1.8461538461538478,3.31,,2.4169184290030232,4.59,257301.0
2016-02-25,0.30030030030029387,3.34,,1.4970059880239601,4.52,566654.0
2016-02-26,-0.29940119760478406,3.33,,5.105105105105103,4.54,403921.0
2016-02-29,0.8982035928143787,3.37,,2.9673590504451064,4.56,410134.0
2016-03-01,5.86510263929618,3.61,,0.5540166204986154,4.61,451393.0
2016-03-02,8.539944903581269,3.94,,1.0152284263959401,4.57,1050517.0
2016-03-03,7.084468664850142,3.93,,1.2722646310432524,4.59,798785.0
2016-03-04,1.2722646310432524,3.98,,1.758793969849242,4.62,375289.0
2016-03-07,2.7989821882951618,4.04,,2.2277227722772244,4.55,329858.0
2016-03-08,-0.9732360097323608,4.07,,2.948402948402951,4.57,368841.0
2016-03-09,-1.2315270935960547,4.01,,3.2418952618453836,4.55,261416.0
2016-03-10,1.4999999999999902,4.06,,0.9852216748768483,4.54,234684.0
2016-03-11,0.7389162561576417,4.09,,0.9779951100244507,4.48,172374.0
2016-03-14,2.2222222222222188,4.14,,3.6231884057971104,4.44,229395.0
2016-03-15,-3.1630170316301784,3.98,,5.025125628140697,4.35,246826.0
2016-03-16,2.763819095477384,4.09,,2.200488997555009,4.26,158935.0
2016-03-17,-0.24096385542170298,4.14,,1.6908212560386544,3.83,197719.0
2016-03-18,1.913875598086126,4.26,,1.8779342723004713,3.74,354263.0
2016-03-21,-0.468384074941442,4.25,,2.35294117647058,3.4,156695.0
2016-03-22,0.4750593824228138,4.23,,2.1276595744680815,3.25,148973.0
2016-03-23,-3.0952380952380927,4.07,,8.353808353808349,3.12,159044.0
2016-03-24,4.466501240694782,4.21,,1.4251781472683993,3.18,153877.0
2016-03-28,-0.47058823529410765,4.23,,0.7092198581560132,3.16,136804.0
2016-03-29,3.3254156769596124,4.35,,1.3793103448275978,3.19,179662.0
2016-03-30,0.6896551724137989,4.38,,2.5114155251141628,3.12,180900.0
2016-03-31,2.7272727272727093,4.52,,0.6637168141592976,3.08,634334.0
2016-04-01,0.44642857142856185,4.5,,1.3333333333333246,3.05,247245.0
2016-04-04,0.671140939597321,4.5,,3.999999999999994,3.1,167111.0
2016-04-05,-2.2075055187638086,4.43,,2.934537246049659,2.99,168684.0
2016-04-06,3.370786516853921,4.6,,1.521739130434789,3.06,166072.0
2016-04-07,-0.21739130434782145,4.59,,0.21786492374727207,2.98,111862.0
2016-04-08,-1.7391304347826104,4.52,,3.7610619469026734,2.98,133172.0
2016-04-11,-0.4385964912280609,4.54,,3.9647577092510953,2.83,129775.0
2016-04-12,0.6622516556291249,4.56,,1.9736842105263324,2.96,125917.0
2016-04-13,2.9017857142857117,4.61,,1.7353579175705003,2.96,219160.0
2016-04-14,-1.720430107526883,4.57,,1.7505470459518613,2.94,212949.0
2016-04-15,1.1013215859030798,4.59,,0.21786492374727207,2.96,243102.0
2016-04-18,1.7621145374449354,4.62,,3.463203463203466,3.3,231931.0
2016-04-19,-1.7278617710583168,4.55,,2.4175824175824245,3.3,131902.0
2016-04-20,0.4395604395604497,4.57,,0.8752735229759306,3.29,163586.0
2016-04-21,-0.21929824561403044,4.55,,1.3186813186813295,3.42,116877.0
2016-04-22,0.22075055187637496,4.54,,1.1013215859030798,3.4,151966.0
2016-04-25,-1.3215859030836918,4.48,,2.008928571428568,3.29,182070.0
2016-04-26,-1.5521064301551974,4.44,,2.702702702702685,3.3,153843.0
2016-04-27,-1.8058690744921009,4.35,,4.367816091954032,3.19,327571.0
2016-04-28,-2.0689655172413763,4.26,,4.460093896713625,3.05,551206.0
2016-04-29,-3.0379746835443067,3.83,,3.394255874673626,3.28,1062852.0
2016-05-02,-0.795755968169756,3.74,,1.3368983957219203,3.21,192481.0
2016-05-03,-6.336088154269973,3.4,,11.176470588235292,3.23,278500.0
2016-05-04,-2.6946107784431095,3.25,,3.9999999999999964,3.24,588502.0
2016-05-05,-2.194357366771155,3.12,,5.448717948717946,3.16,283183.0
2016-05-06,1.9230769230769247,3.18,,0.6289308176100634,3.22,388643.0
2016-05-09,0.31746031746032477,3.16,,1.5822784810126524,3.16,189505.0
2016-05-10,0.0,3.19,,0.6269592476489034,3.04,119548.0
2016-05-11,-1.2658227848101276,3.12,,3.2051282051282075,3.24,118723.0
2016-05-12,-0.6451612903225812,3.08,,3.8961038961038996,3.09,113229.0
2016-05-13,-0.9740259740259821,3.05,,3.606557377049191,2.89,79964.0
2016-05-16,0.6493506493506499,3.1,,0.9677419354838646,3.01,79273.0
2016-05-17,-3.5483870967741895,2.99,,4.013377926421393,3.04,312959.0
2016-05-18,2.341137123745814,3.06,,1.6339869281045694,3.05,129331.0
2016-05-19,-2.2950819672131098,2.98,,4.026845637583897,3.09,121928.0
2016-05-20,-0.6666666666666672,2.98,,2.3489932885905986,3.04,186182.0
2016-05-23,-4.713804713804718,2.83,,6.007067137809185,3.16,696800.0
2016-05-24,4.964539007092203,2.96,,1.3513513513513526,3.13,229704.0
2016-05-25,-1.0033444816053594,2.96,,3.7162162162162122,3.3,166329.0
2016-05-26,-0.33898305084746544,2.94,,4.42176870748299,3.28,171366.0
2016-05-27,1.0238907849829284,2.96,,2.7027027027027053,3.31,266892.0
2016-05-31,10.73825503355704,3.3,,3.63636363636364,3.24,566880.0
2016-06-01,0.6097560975609762,3.3,,1.2121212121212133,3.3,286420.0
2016-06-02,-0.9036144578313196,3.29,,0.9118541033434591,3.26,212115.0
2016-06-03,3.9513677811550116,3.42,,0.2923976608187202,3.24,191684.0
2016-06-06,0.0,3.4,,0.8823529411764779,3.41,166064.0
2016-06-07,-3.235294117647055,3.29,,4.559270516717322,3.35,102338.0
2016-06-08,0.30395136778114856,3.3,,2.7272727272727364,3.18,132644.0
2016-06-09,-3.625377643504535,3.19,,4.075235109717865,3.3,117743.0
2016-06-10,-3.78548895899054,3.05,,4.918032786885258,3.24,123679.0
2016-06-13,7.894736842105256,3.28,,3.658536585365857,3.21,277770.0
2016-06-14,-1.8348623853211024,3.21,,5.295950155763237,3.23,70954.0
2016-06-15,0.6230529595015583,3.23,,5.572755417956661,3.19,136647.0
2016-06-16,0.9345794392523442,3.24,,3.703703703703693,3.41,69081.0
2016-06-17,-2.7692307692307647,3.16,,5.063291139240497,3.4,228979.0
2016-06-20,0.0,3.22,,2.4844720496894293,3.4,96273.0
2016-06-21,-1.5576323987538885,3.16,,3.164556962025305,3.45,54092.0
2016-06-22,-3.7974683544303827,3.04,,6.5789473684210575,3.45,115858.0
2016-06-23,4.854368932038847,3.24,,0.9259259259259198,3.51,83921.0
2016-06-24,0.0,3.09,,3.559870550161823,3.62,743817.0
2016-06-27,-5.555555555555554,2.89,,9.342560553633218,3.45,223838.0
2016-06-28,1.689189189189183,3.01,,1.6611295681063212,3.38,131328.0
2016-06-29,0.3300330033003377,3.04,,3.6184210526315748,3.34,180582.0
2016-06-30,0.0,3.05,,1.6393442622950907,3.34,92011.0
2016-07-01,1.644736842105257,3.09,,0.0,3.26,118485.0
2016-07-05,-1.6181229773462726,3.04,,1.9736842105263175,3.13,87277.0
2016-07-06,3.606557377049191,3.16,,2.2151898734177164,3.12,286233.0
2016-07-07,-0.6349206349206356,3.13,,5.431309904153352,3.08,139758.0
2016-07-08,1.538461538461533,3.3,,0.6060606060606066,3.08,265685.0
2016-07-11,-0.9063444108761405,3.28,,3.353658536585376,3.07,159961.0
2016-07-12,0.6079027355623106,3.31,,1.5105740181268827,3.0,135296.0
2016-07-13,-2.9940119760478936,3.24,,3.3950617283950573,3.02,74540.0
2016-07-14,1.2269938650306762,3.3,,1.5151515151515234,3.02,156450.0
2016-07-15,3.492063492063488,3.26,,0.3067484662576758,3.04,286183.0
2016-07-18,-1.2195121951219388,3.24,,1.2345679012345552,3.05,110321.0
2016-07-19,5.90062111801242,3.41,,2.9325513196480832,3.12,540397.0
2016-07-20,-2.0467836257309897,3.35,,2.3880597014925393,3.01,124700.0
2016-07-21,-3.927492447129906,3.18,,8.805031446540875,3.01,214120.0
2016-07-22,3.124999999999989,3.3,,3.9393939393939497,2.99,147611.0
2016-07-25,-1.5197568389057698,3.24,,2.469135802469124,3.02,114068.0
2016-07-26,-0.31055900621118726,3.21,,0.6230529595015583,3.0,119457.0
2016-07-27,1.2539184952978069,3.23,,1.2383900928792582,2.96,407613.0
2016-07-28,-1.2383900928792582,3.19,,5.9561128526645755,2.9,193881.0
2016-07-29,-1.445086705202307,3.41,,2.63929618768328,2.95,298047.0
2016-08-01,0.29498525073745685,3.4,,1.176470588235295,2.83,118119.0
2016-08-02,0.5917159763313614,3.4,,2.058823529411773,2.73,112680.0
2016-08-03,2.373887240356085,3.45,,0.2898550724637619,2.72,142226.0
2016-08-04,0.5830903790087468,3.45,,1.4492753623188355,2.7,140242.0
2016-08-05,2.0348837209302277,3.51,,0.8547008547008619,2.63,233051.0
2016-08-08,2.8409090909090935,3.62,,1.933701657458559,2.6,321138.0
2016-08-09,-4.432132963988911,3.45,,5.217391304347817,2.58,173161.0
2016-08-10,-1.7441860465116297,3.38,,2.6627218934911334,2.65,87671.0
2016-08-11,-0.8902077151335385,3.34,,3.892215568862286,2.74,205359.0
2016-08-12,0.30030030030029387,3.34,,0.8982035928143787,2.69,166943.0
2016-08-15,-2.3952095808383254,3.26,,4.907975460122705,2.73,260347.0
2016-08-16,-2.187500000000009,3.13,,4.153354632587856,2.7,483406.0
2016-08-17,0.0,3.12,,1.9230769230769247,2.72,175920.0
2016-08-18,-0.9646302250803797,3.08,,0.9740259740259676,2.75,180798.0
2016-08-19,0.0,3.08,,0.9740259740259676,2.71,332666.0
2016-08-22,0.32679738562090804,3.07,,0.6514657980456032,2.68,97953.0
2016-08-23,-1.6393442622950762,3.0,,3.333333333333336,2.76,370472.0
2016-08-24,0.6666666666666672,3.02,,2.3178807947019817,2.72,311924.0
2016-08-25,1.342281879194632,3.02,,0.6622516556291397,2.69,708718.0
2016-08-26,0.0,3.04,,1.9736842105263175,3.57,291636.0
2016-08-29,1.328903654485051,3.05,,1.3114754098360668,3.7,161349.0
2016-08-30,4.0000000000000036,3.12,,1.9230769230769247,3.57,228710.0
2016-08-31,-3.525641025641036,3.01,,3.9867109634551534,3.69,171917.0
2016-09-01,0.33333333333332626,3.01,,1.328903654485051,3.63,237919.0
2016-09-02,0.0,2.99,,1.3377926421404545,3.71,291458.0
2016-09-06,1.6835016835016776,3.02,,0.6622516556291397,3.6,325040.0
2016-09-07,-0.3322259136212554,3.0,,2.0000000000000018,3.85,343490.0
2016-09-08,0.0,2.96,,1.689189189189183,3.9,192342.0
2016-09-09,-1.6949152542372972,2.9,,2.758620689655175,3.89,348445.0
2016-09-12,1.7241379310344922,2.95,,0.3389830508474504,3.8,261439.0
2016-09-13,-1.736111111111105,2.83,,3.886925795052999,3.7,667501.0
2016-09-14,-6.825938566552907,2.73,,7.326007326007332,3.7,501556.0
2016-09-15,0.0,2.72,,1.102941176470581,3.8,307197.0
2016-09-16,-1.0989010989010917,2.7,,2.2222222222222077,3.55,584320.0
2016-09-19,-2.2304832713754665,2.63,,3.802281368821296,3.65,212838.0
2016-09-20,-1.886792452830182,2.6,,3.4615384615384563,3.55,317137.0
2016-09-21,0.3891050583657678,2.58,,3.8759689922480653,3.6,487871.0
2016-09-22,1.1450381679389239,2.65,,1.1320754716981227,3.5,321654.0
2016-09-23,2.621722846441958,2.74,,1.4598540145985253,3.6,378492.0
2016-09-26,-1.8248175182481847,2.69,,3.345724907063192,3.7,390589.0
2016-09-27,1.865671641791038,2.73,,0.36630036630037477,3.8,139887.0
2016-09-28,-2.173913043478247,2.7,,2.962962962962949,3.65,228962.0
2016-09-29,1.1152416356877417,2.72,,1.8382352941176405,3.8,407166.0
2016-09-30,1.102941176470581,2.75,,1.090909090909084,3.95,509947.0
2016-10-03,-1.0948905109489142,2.71,,2.214022140221404,4.1,223833.0
2016-10-04,-0.7407407407407414,2.68,,1.865671641791038,4.1,464542.0
2016-10-05,3.3707865168539275,2.76,,0.724637681159421,4.1,893859.0
2016-10-06,-0.3663003663003585,2.72,,3.676470588235281,4.3,136226.0
2016-10-07,-0.7380073800738014,2.69,,2.6022304832713696,4.4,327619.0
2016-10-10,18.999999999999993,3.57,,3.081232492997208,4.3,5638345.0
2016-10-11,1.9283746556473909,3.7,,1.8918918918918874,4.35,2967534.0
2016-10-12,-4.289544235924937,3.57,,12.044817927170874,4.3,997542.0
2016-10-13,3.9436619718309895,3.69,,5.149051490514904,4.25,1234243.0
2016-10-14,-2.680965147453086,3.63,,3.5812672176308515,4.1,717840.0
2016-10-17,3.342618384401117,3.71,,1.078167115902966,4.15,241408.0
2016-10-18,-3.2258064516129057,3.6,,5.833333333333332,4.15,332034.0
2016-10-19,7.242339832869088,3.85,,1.0389610389610398,4.05,569270.0
2016-10-20,1.8276762402088733,3.9,,4.102564102564095,3.75,1543358.0
2016-10-21,1.0389610389610398,3.89,,4.11311053984575,3.8,446020.0
2016-10-24,-3.797468354430389,3.8,,6.315789473684216,3.75,261032.0
2016-10-25,-1.3333333333333286,3.7,,2.7027027027026933,3.75,355211.0
2016-10-26,1.3698630136986376,3.7,,4.054054054054052,4.2,512109.0
2016-10-27,1.3333333333333286,3.8,,2.631578947368424,4.25,665814.0
2016-10-28,-2.739726027397263,3.55,,9.859154929577468,4.15,593587.0
2016-10-31,1.388888888888884,3.65,,0.8219178082191849,4.15,450068.0
2016-11-01,-1.3888888888888962,3.55,,2.8169014084507067,4.15,429617.0
2016-11-02,2.85714285714286,3.6,,1.388888888888884,4.05,338573.0
2016-11-03,-4.109589041095888,3.5,,4.285714285714283,4.05,225023.0
2016-11-04,4.347826086956519,3.6,,4.999999999999992,4.25,521505.0
2016-11-07,1.3698630136986376,3.7,,2.7027027027026933,4.1,337768.0
2016-11-08,4.109589041095888,3.8,,1.3157894736842175,4.05,345224.0
2016-11-09,-2.6666666666666687,3.65,,4.109589041095888,4.0,648820.0
2016-11-10,5.555555555555548,3.8,,0.0,4.0,400974.0
2016-11-11,5.3333333333333375,3.95,,0.759493670886071,3.95,464795.0
2016-11-14,3.797468354430366,4.1,,2.4390243902439157,3.75,571808.0
2016-11-15,1.2345679012345634,4.1,,0.0,3.8,313105.0
2016-11-16,1.2345679012345634,4.1,,0.0,3.75,208533.0
2016-11-17,3.614457831325288,4.3,,2.32558139534885,3.95,556965.0
2016-11-18,2.32558139534885,4.4,,2.2727272727272645,4.1,425948.0
2016-11-21,-1.1494252873563178,4.3,,2.32558139534885,4.08,243960.0
2016-11-22,-3.333333333333341,4.35,,3.4482758620689737,4.0,267331.0
2016-11-23,0.0,4.3,,1.1627906976744147,4.0,295005.0
2016-11-25,-1.1627906976744147,4.25,,2.35294117647058,4.25,143777.0
2016-11-28,-2.380952380952394,4.1,,4.87804878048781,4.1,604077.0
2016-11-29,2.469135802469149,4.15,,2.4096385542168584,4.1,242364.0
2016-11-30,1.2195121951219685,4.15,,2.4096385542168584,4.3,180415.0
2016-12-01,-1.219512195121947,4.05,,4.938271604938276,4.2,247126.0
2016-12-02,-6.25,3.75,,7.999999999999995,4.2,474320.0
2016-12-05,1.3333333333333286,3.8,,2.631578947368424,4.15,358428.0
2016-12-06,-2.5974025974025996,3.75,,3.9999999999999973,4.3,437759.0
2016-12-07,1.3513513513513467,3.75,,3.9999999999999973,4.25,436524.0
2016-12-08,12.000000000000005,4.2,,1.1904761904761862,4.45,350904.0
2016-12-09,2.4096385542168584,4.25,,1.17647058823529,4.4,448767.0
2016-12-12,-1.1904761904761862,4.15,,3.614457831325288,4.3,317105.0
2016-12-13,-1.1904761904761862,4.15,,2.4096385542168584,4.35,126867.0
2016-12-14,0.0,4.15,,1.6867469879517927,4.3,141536.0
2016-12-15,-1.219512195121947,4.05,,2.469135802469149,4.35,175712.0
2016-12-16,-1.219512195121947,4.05,,3.7037037037037126,4.35,426966.0
2016-12-19,2.4096385542168584,4.25,,0.0,4.4,324982.0
2016-12-20,-3.5294117647058907,4.1,,4.87804878048781,4.55,337698.0
2016-12-21,0.0,4.05,,1.2345679012345634,4.4,321320.0
2016-12-22,0.0,4.0,,0.0,4.3,121122.0
2016-12-23,0.0,4.0,,0.0,4.7,180650.0
2016-12-27,0.0,3.95,,2.531645569620244,4.9,209753.0
2016-12-28,-5.06329113924051,3.75,,5.3333333333333375,4.9,330280.0
2016-12-29,1.3333333333333286,3.8,,1.3157894736842175,4.85,227325.0
2016-12-30,-1.315789473684206,3.75,,3.4666666666666637,4.85,357729.0
2017-01-03,3.947368421052641,3.95,,0.759493670886071,4.85,242128.0
2017-01-04,2.499999999999991,4.1,,1.2195121951219685,4.75,280406.0
2017-01-05,0.7407407407407469,4.08,,1.715686274509811,4.75,156335.0
2017-01-06,-2.439024390243894,4.0,,2.499999999999991,4.9,268679.0
2017-01-09,1.265822784810122,4.0,,1.2499999999999956,4.85,298604.0
2017-01-10,2.4096385542168584,4.25,,1.6470588235294186,4.75,395101.0
2017-01-11,-3.5294117647058907,4.1,,4.87804878048781,4.65,306339.0
2017-01-12,0.0,4.1,,1.2195121951219685,4.75,179371.0
2017-01-13,3.614457831325288,4.3,,0.4651162790697782,4.8,349535.0
2017-01-17,0.0,4.2,,1.1904761904761862,4.7,508359.0
2017-01-18,0.0,4.2,,1.1904761904761862,4.65,230961.0
2017-01-19,0.0,4.15,,1.2048192771084292,4.5,162912.0
2017-01-20,3.614457831325288,4.3,,1.1627906976744147,4.4,262577.0
2017-01-23,-1.1627906976744147,4.25,,2.35294117647058,4.3,225225.0
2017-01-24,4.70588235294118,4.45,,0.0,4.35,457506.0
2017-01-25,-1.1235955056179736,4.4,,2.2727272727272645,4.1,260664.0
2017-01-26,-3.37078651685394,4.3,,3.4883720930232642,4.2,108179.0
2017-01-27,1.1627906976744147,4.35,,1.1494252873563382,4.2,104786.0
2017-01-30,-1.1494252873563178,4.3,,2.32558139534885,4.1,188737.0
2017-01-31,2.35294117647058,4.35,,0.6896551724137989,4.3,133626.0
2017-02-01,0.0,4.35,,1.1494252873563382,4.55,145018.0
2017-02-02,1.1494252873563382,4.4,,0.0,4.6,120082.0
2017-02-03,3.409090909090897,4.55,,1.098901098901095,4.7,393833.0
2017-02-06,-2.2222222222222143,4.4,,4.545454545454529,4.55,234358.0
2017-02-07,-2.2727272727272845,4.3,,5.581395348837215,4.3,741546.0
2017-02-08,0.0,4.7,,2.5531914893617045,4.4,1964762.0
2017-02-09,5.376344086021505,4.9,,2.0408163265306047,4.4,863492.0
2017-02-10,2.0833333333333446,4.9,,2.0408163265306047,4.4,445561.0
2017-02-13,0.0,4.85,,2.0618556701031037,4.3,472932.0
2017-02-14,0.0,4.85,,2.0618556701031037,4.45,596115.0
2017-02-15,0.0,4.85,,1.0309278350515612,4.3,440954.0
2017-02-16,0.0,4.75,,2.1052631578947296,4.35,521693.0
2017-02-17,0.0,4.75,,2.1052631578947296,4.35,445432.0
2017-02-21,4.255319148936174,4.9,,0.0,4.45,469955.0
2017-02-22,1.041666666666663,4.85,,1.0309278350515612,4.35,377765.0
2017-02-23,-1.041666666666663,4.75,,2.1052631578947296,4.5,490174.0
2017-02-24,0.0,4.65,,2.1505376344085945,4.4,409161.0
2017-02-27,3.2608695652173996,4.75,,1.0526315789473648,4.35,913019.0
2017-02-28,2.1276595744680775,4.8,,2.0833333333333446,4.3,684655.0
2017-03-01,-3.0927835051546286,4.7,,3.1914893617021165,4.25,415592.0
2017-03-02,0.0,4.65,,1.5053763440860084,4.35,385392.0
2017-03-03,-3.2258064516129106,4.5,,4.444444444444448,4.35,307483.0
2017-03-06,0.0,4.4,,1.1363636363636322,4.4,228744.0
2017-03-07,-1.1494252873563178,4.3,,4.1860465116279215,4.35,224312.0
2017-03-08,1.1627906976744147,4.35,,2.5287356321839156,4.4,292240.0
2017-03-09,-4.651162790697678,4.1,,7.3170731707317245,4.38,382535.0
2017-03-10,2.4390243902439157,4.2,,2.3809523809523725,4.5,456398.0
2017-03-13,0.0,4.2,,2.3809523809523725,4.5,258427.0
2017-03-14,-2.380952380952394,4.1,,3.6585365853658622,4.5,239229.0
2017-03-15,3.614457831325288,4.3,,1.1627906976744147,4.45,187595.0
2017-03-16,5.813953488372093,4.55,,1.098901098901095,4.55,312126.0
2017-03-17,2.2222222222222143,4.6,,1.086956521739146,4.8,544588.0
2017-03-20,3.2967032967033045,4.7,,0.0,4.7,365551.0
2017-03-21,-3.191489361702135,4.55,,5.4945054945054945,4.6,246391.0
2017-03-22,-5.4945054945054945,4.3,,5.813953488372093,4.65,295755.0
2017-03-23,2.32558139534885,4.4,,0.0,4.75,128542.0
2017-03-24,0.0,4.4,,3.409090909090897,4.85,152310.0
2017-03-27,1.1494252873563382,4.4,,1.1363636363636322,5.15,78244.0
2017-03-28,-2.2727272727272845,4.3,,3.4883720930232642,5.3,99776.0
2017-03-29,4.70588235294118,4.45,,1.1235955056179736,5.4,223612.0
2017-03-30,-3.37078651685394,4.3,,3.4883720930232642,5.4,162788.0
2017-03-31,2.35294117647058,4.35,,2.298850574712656,5.5,369330.0
2017-04-03,0.0,4.35,,1.1494252873563382,5.4,271431.0
2017-04-04,2.298850574712656,4.45,,2.2471910112359472,5.25,197591.0
2017-04-05,-2.2471910112359668,4.35,,3.9080459770114926,5.25,197037.0
2017-04-06,3.4482758620689737,4.5,,0.0,5.35,339236.0
2017-04-07,-2.2222222222222143,4.4,,2.2727272727272645,5.35,200307.0
2017-04-10,0.0,4.35,,2.298850574712656,5.3,130769.0
2017-04-11,-1.1494252873563178,4.3,,3.4883720930232642,5.2,243744.0
2017-04-12,-1.1627906976744147,4.25,,2.35294117647058,5.2,136446.0
2017-04-13,2.35294117647058,4.35,,1.1494252873563382,5.3,154595.0
2017-04-17,0.0,4.35,,1.1494252873563382,5.25,118781.0
2017-04-18,1.1494252873563382,4.4,,0.0,5.4,158212.0
2017-04-19,-1.1363636363636525,4.35,,2.298850574712656,5.45,177538.0
2017-04-20,0.0,4.4,,0.0,5.45,99780.0
2017-04-21,0.6896551724137989,4.38,,1.5981735159817416,5.5,186697.0
2017-04-24,1.1235955056179736,4.5,,1.1111111111111072,5.6,360658.0
2017-04-25,-1.098901098901095,4.5,,5.555555555555555,5.55,521182.0
2017-04-26,0.0,4.5,,1.999999999999997,5.6,327354.0
2017-04-27,-1.1111111111111072,4.45,,2.2471910112359472,5.3,245837.0
2017-04-28,-4.210526315789478,4.55,,6.5934065934065895,5.95,1187311.0
